broad_field,major_field,field,year,n_phds
Life sciences,Chemistry,Organic chemistry,2009,684.0
Life sciences,Chemistry,Physical chemistry,2009,319.0
Life sciences,Chemistry,Polymer chemistry,2009,119.0
Life sciences,Chemistry,Theoretical chemistry,2009,86.0
Life sciences,Chemistry,"Chemistry, general",2009,298.0
Life sciences,Chemistry,"Chemistry, other",2009,190.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,2009,167.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric chemistry and climatology,2009,30.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric physics and dynamics,2009,43.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Meteorology,2009,14.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, general",2009,55.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, other",2009,25.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,2009,492.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geochemistry,2009,78.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geology,2009,140.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geomorphology, glacial geology",2009,22.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geophysics and seismology,2009,102.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Mineralogy and petrology,2009,12.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Paleontology,2009,31.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Stratigraphy and sedimentation,2009,18.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, general",2009,31.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, other",2009,58.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,2009,218.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Hydrology and water resources,2009,38.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine biology and biological oceanography,2009,165.90491591203104
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine sciences,2009,79.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Oceanography, chemical and physical",2009,81.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Ocean and marine sciences, other",2009,20.0
Life sciences,Physics and astronomy,Astronomy and astrophysics,2009,262.0
Life sciences,Physics and astronomy,Astronomy,2009,97.0
Life sciences,Physics and astronomy,Astrophysics,2009,165.0
Life sciences,Physics and astronomy,"Astronomy and astrophysics, other",2009,165.90491591203104
Life sciences,Physics and astronomy,Physics,2009,1630.0
Life sciences,Physics and astronomy,Acoustics,2009,21.0
Life sciences,Physics and astronomy,Applied physics,2009,133.0
Life sciences,Physics and astronomy,"Atomic, molecular, chemical physics",2009,104.0
Life sciences,Physics and astronomy,Biophysics (physics),2009,104.0
Life sciences,Physics and astronomy,"Condensed matter, low-temperature physics",2009,401.0
Life sciences,Physics and astronomy,Elementary particle physics,2009,218.0
Life sciences,Physics and astronomy,Nuclear physics,2009,74.0
Life sciences,Physics and astronomy,"Optics, photonics",2009,164.0
Life sciences,Physics and astronomy,"Plasma, high-temperature physics",2009,58.0
Life sciences,Physics and astronomy,Polymer physics,2009,25.0
Life sciences,Physics and astronomy,"Physics, general",2009,211.0
Life sciences,Physics and astronomy,"Physics, other",2009,117.0
Mathematics and computer sciences,Computer and information sciences,Computer science,2009,1361.0
Mathematics and computer sciences,Computer and information sciences,"Information science, systems",2009,140.0
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",2009,165.90491591203104
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",2009,109.0
Mathematics and computer sciences,Mathematics and statistics,Algebra,2009,139.0
Mathematics and computer sciences,Mathematics and statistics,Analysis and functional analysis,2009,130.0
Mathematics and computer sciences,Mathematics and statistics,Applied mathematics,2009,382.0
Mathematics and computer sciences,Mathematics and statistics,Computing theory and practice,2009,16.0
Mathematics and computer sciences,Mathematics and statistics,"Geometry, geometric analysis",2009,89.0
Mathematics and computer sciences,Mathematics and statistics,Logic,2009,38.0
Mathematics and computer sciences,Mathematics and statistics,Number theory,2009,64.0
Mathematics and computer sciences,Mathematics and statistics,Operations research (mathematics),2009,28.0
Mathematics and computer sciences,Mathematics and statistics,Statistics (mathematics),2009,353.0
Mathematics and computer sciences,Mathematics and statistics,Topology and foundations,2009,73.0
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, general",2009,173.0
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, other",2009,68.0
Psychology and social sciences,Psychology,Behavioral analysis,2009,165.90491591203104
Psychology and social sciences,Psychology,Clinical psychology,2009,1201.0
Psychology and social sciences,Psychology,Cognitive neuroscience,2009,165.90491591203104
Psychology and social sciences,Psychology,Cognitive psychology and psycholinguistics,2009,189.0
Psychology and social sciences,Psychology,Community psychology,2009,165.90491591203104
Psychology and social sciences,Psychology,Comparative psychology,2009,9.0
Psychology and social sciences,Psychology,Counseling,2009,422.0
Psychology and social sciences,Psychology,Developmental and child psychology,2009,182.0
Psychology and social sciences,Psychology,Educational psychology (psychology),2009,73.0
Psychology and social sciences,Psychology,Experimental psychology,2009,145.0
Psychology and social sciences,Psychology,Family psychology,2009,34.0
Psychology and social sciences,Psychology,"Health, medical psychology",2009,165.90491591203104
Psychology and social sciences,Psychology,Human development and family studies,2009,146.0
Psychology and social sciences,Psychology,Industrial and organizational psychology,2009,196.0
Psychology and social sciences,Psychology,"Marriage and family therapy, counseling",2009,165.90491591203104
Psychology and social sciences,Psychology,"Neuropsychology, physiological psychologyi",2009,87.0
Psychology and social sciences,Psychology,Personality psychology,2009,19.0
Psychology and social sciences,Psychology,Psychometrics and quantitative psychology,2009,29.0
Psychology and social sciences,Psychology,School psychology (psychology),2009,122.0
Psychology and social sciences,Psychology,Social psychology,2009,226.0
Psychology and social sciences,Psychology,"Psychology, general",2009,209.0
Psychology and social sciences,Psychology,"Psychology, other",2009,183.0
Psychology and social sciences,Psychology,Social sciences,2009,4473.0
Psychology and social sciences,Anthropology,"Anthropology, cultural",2009,165.90491591203104
Psychology and social sciences,Anthropology,"Anthropology, generalj",2009,503.0
Psychology and social sciences,Anthropology,"Anthropology, physical and biological",2009,165.90491591203104
Psychology and social sciences,Economics,Econometrics,2009,31.0
Psychology and social sciences,Economics,Natural resources and environmental economics (social sciences),2009,165.90491591203104
Psychology and social sciences,Economics,Other economics,2009,1087.0
Psychology and social sciences,Other social sciences,"American, U.S. studies",2009,116.0
Psychology and social sciences,Other social sciences,Applied linguistics,2009,165.90491591203104
Psychology and social sciences,Other social sciences,"Area, ethnic, cultural studiesk",2009,112.0
Psychology and social sciences,Other social sciences,Criminal justice and corrections,2009,75.0
Psychology and social sciences,Other social sciences,Criminology,2009,61.0
Psychology and social sciences,Other social sciences,Demography and population studies,2009,18.0
Psychology and social sciences,Other social sciences,Gender and women's studies,2009,165.90491591203104
Psychology and social sciences,Other social sciences,Geography,2009,209.0
Psychology and social sciences,Other social sciences,Gerontology (social sciences),2009,165.90491591203104
Psychology and social sciences,Other social sciences,Health policy analysis,2009,165.90491591203104
Psychology and social sciences,Other social sciences,"International relations, international affairs",2009,101.0
Psychology and social sciences,Other social sciences,Linguistics,2009,275.0
